Order Number,Sales Date,Month,Sales Channel,Currency,Salesteam,Salesteam Region,Store Name,State,Product Name,Product Category,Order qty,unit price,unit cost,Sales Price,Cost Price,Profit
SO5158,4/21/2020,April,Distributor,USD,Chris Armstrong,Northeast,West Covina,California,Mirrors,Accessories,6,571.24,408.03,3427.44,2448.18,979.2600000000002
SO5159,4/24/2020,April,Wholesale,USD,Nicholas Cunningham,South,San Antonio,Texas,Wall Frames,Decoratives,7,457.08,326.49,3199.56,2285.4300000000003,914.1299999999997
SO5160,5/22/2020,May,Distributor,USD,Jonathan Hawkins,West,Miramar,Florida,Floral,Decoratives,2,562.13,401.52,1124.26,803.04,321.22
SO5161,2/23/2020,February,Distributor,USD,Jerry Green,West,Orlando,Florida,Candles,Lighting,1,301.75,215.54,301.75,215.54,86.21000000000001
SO5162,1/20/2020,January,In-Store,USD,Patrick Graham,South,Palatine (Township),Illinois,Floral,Decoratives,7,386.27,275.91,2703.89,1931.3700000000001,772.5199999999998
SO5163,5/26/2020,May,In-Store,USD,Jonathan Hawkins,West,Richmond,Virginia,Floral,Decoratives,5,312.49,223.21,1562.45,1116.05,446.4000000000001
SO5164,3/2/2020,March,Wholesale,USD,Anthony Berry,West,Athens,Georgia,Floor Lamps,Lighting,10,213.7,152.65,2137.0,1526.5,610.5
SO5165,5/19/2020,May,In-Store,USD,George Lewis,West,Tucson,Arizona,Dinnerware,Kitchenery,5,311.88,222.77,1559.4,1113.8500000000001,445.54999999999995
SO5166,4/28/2020,April,In-Store,USD,Keith Griffin,Northeast,Brandon,Florida,Rugs,Decoratives,10,580.59,414.7,5805.900000000001,4147.0,1658.9000000000005
SO5167,1/28/2020,January,In-Store,USD,Joshua Little,South,Richardson,Texas,Rugs,Decoratives,4,182.71,130.51,730.84,522.04,208.80000000000007
SO5168,3/7/2020,March,In-Store,USD,Frank Brown,Northeast,Hartford (Town),Connecticut,Pillows,Beddings,1,370.75,264.82,370.75,264.82,105.93
SO5169,5/30/2020,May,Distributor,USD,Nicholas Cunningham,South,Stamford (Town),Connecticut,Cocktail Glasses,Drinkware,8,161.8,115.57,1294.4,924.56,369.84000000000015
SO5170,2/14/2020,February,In-Store,USD,Shawn Cook,Midwest,Nashville,Tennessee,Floor Lamps,Lighting,10,192.83,137.74,1928.3000000000002,1377.4,550.9000000000001
SO5171,4/17/2020,April,Distributor,USD,Paul Holmes,Midwest,Brookhaven,New York,Pillows,Beddings,9,478.15,341.54,4303.349999999999,3073.86,1229.4899999999993
SO5172,5/26/2020,May,Distributor,USD,Carl Nguyen,Midwest,East Los Angeles,California,Rugs,Decoratives,8,209.15,149.4,1673.2,1195.2,478.0
SO5173,2/25/2020,February,Distributor,USD,Keith Griffin,Northeast,Albuquerque,New Mexico,Serveware,Kitchenery,2,601.71,429.8,1203.42,859.6,343.82000000000005
SO5174,4/1/2020,April,Distributor,USD,Douglas Tucker,Midwest,North Las Vegas,Nevada,Furniture Cushions,Furniture,2,636.02,454.3,1272.04,908.6,363.43999999999994
SO5175,4/22/2020,April,In-Store,USD,Joe Price,Northeast,Hanover,Illinois,Clocks,Accessories,10,498.09,355.78,4980.9,3557.7999999999997,1423.1
SO5176,1/28/2020,January,Wholesale,USD,Carl Nguyen,Midwest,Hartford,Connecticut,Dining Furniture,Furniture,9,234.09,167.21,2106.81,1504.89,601.9199999999998
SO5177,5/29/2020,May,In-Store,USD,Joe Price,Northeast,Norwalk,California,Furniture Cushions,Furniture,9,397.86,284.18,3580.7400000000002,2557.62,1023.1200000000003
SO5178,1/28/2020,January,Distributor,USD,Joe Price,Northeast,Bridgeport (Town),Connecticut,Furniture Cushions,Furniture,8,256.97,183.55,2055.76,1468.4,587.3600000000001
SO5179,5/28/2020,May,Distributor,USD,Roger Alexander,Midwest,San Antonio,Texas,Table Linens,Decoratives,7,223.37,159.55,1563.5900000000001,1116.8500000000001,446.74
SO5180,5/8/2020,May,Wholesale,USD,Anthony Berry,West,Victorville,California,Platters,Kitchenery,3,409.15,292.25,1227.4499999999998,876.75,350.6999999999998
SO5181,1/25/2020,January,Distributor,USD,Joshua Little,South,Bridgeport,Connecticut,Vases,Decoratives,6,442.3,315.93,2653.8,1895.58,758.2200000000003
SO5182,2/26/2020,February,Wholesale,USD,Jerry Green,West,Riverside,California,Pillows,Beddings,7,544.04,388.6,3808.2799999999997,2720.2000000000003,1088.0799999999995
SO5183,3/3/2020,March,Wholesale,USD,Patrick Graham,South,Baltimore,Maryland,Wine Storage,Drinkware,8,230.22,164.45,1841.76,1315.6,526.1600000000001
SO5184,4/24/2020,April,Wholesale,USD,Stephen Payne,South,Shreveport,Louisiana,Wine Storage,Drinkware,4,414.63,296.17,1658.52,1184.68,473.8399999999999
SO5185,1/9/2020,January,Online,USD,Joshua Kenedy,West,Syracuse,New York,Wall Frames,Decoratives,4,472.95,337.82,1891.8,1351.28,540.52
SO5186,1/12/2020,January,Online,USD,Shawn Cook,Midwest,Brookhaven,New York,Blankets,Beddings,6,436.06,311.47,2616.36,1868.8200000000002,747.54
SO5187,3/6/2020,March,Online,USD,Joshua Bennett,Northeast,Bloomingdale (Township),Illinois,Clocks,Accessories,9,226.49,161.78,2038.41,1456.02,582.3900000000001
SO5188,3/24/2020,March,Distributor,USD,Joshua Ryan,Midwest,Richmond,Virginia,TV and video,Electronics,1,532.13,380.09,532.13,380.09,152.04000000000002
SO5189,2/18/2020,February,Online,USD,Douglas Tucker,Midwest,Everett,Washington,Pendants,Collections,7,427.83,305.59,2994.81,2139.1299999999997,855.6800000000003
SO5190,3/31/2020,March,Wholesale,USD,Paul Holmes,Midwest,Mesquite,Texas,Cookware,Kitchenery,2,275.53,196.81,551.06,393.62,157.43999999999994
SO5191,1/25/2020,January,In-Store,USD,Douglas Tucker,Midwest,Naperville,Illinois,Serveware,Kitchenery,9,217.94,155.67,1961.46,1401.03,560.4300000000001
SO5192,4/15/2020,April,Online,USD,Stephen Payne,South,Greeley,Colorado,Accessories,Accessories,4,650.37,464.55,2601.48,1858.2,743.28
SO5193,1/16/2020,January,Online,USD,Roy Rice,Midwest,Jurupa Valley,California,Baseball,Sports,5,421.58,301.13,2107.9,1505.65,602.25
SO5194,5/6/2020,May,In-Store,USD,Nicholas Cunningham,South,Sterling Heights,Michigan,Blankets,Beddings,4,376.12,268.66,1504.48,1074.64,429.8399999999999
SO5195,1/2/2020,January,Online,USD,Carl Nguyen,Midwest,Victorville,California,Table Lamps,Lighting,6,296.95,212.11,1781.6999999999998,1272.66,509.03999999999974
SO5196,4/28/2020,April,Distributor,USD,Chris Armstrong,Northeast,Independence,Missouri,Bakeware,Kitchenery,2,398.29,284.49,796.58,568.98,227.60000000000002
SO5197,2/3/2020,February,In-Store,USD,Joshua Ryan,Midwest,Westminster,Colorado,Home Fragrances,Decoratives,3,346.22,247.3,1038.66,741.9000000000001,296.76
SO5198,4/2/2020,April,Wholesale,USD,Joe Price,Northeast,Knoxville,Tennessee,Bean Bags,Furniture,3,216.29,154.49,648.87,463.47,185.39999999999998
SO5199,3/18/2020,March,Distributor,USD,Chris Armstrong,Northeast,North Las Vegas,Nevada,Outdoor Furniture,Furniture,2,556.4,397.43,1112.8,794.86,317.93999999999994
SO5200,1/1/2020,January,Distributor,USD,Shawn Cook,Midwest,Mesa,Arizona,Wardrobes,Furniture,2,405.33,289.52,810.66,579.04,231.62
SO5201,4/6/2020,April,Online,USD,Jonathan Hawkins,West,Plano,Texas,Wall Coverings,Decoratives,10,599.19,427.99,5991.900000000001,4279.9,1712.000000000001
SO5202,2/27/2020,February,Online,USD,Todd Roberts,West,Calumet,Indiana,Baseball,Sports,4,263.32,188.08,1053.28,752.32,300.9599999999999
SO5203,3/2/2020,March,Distributor,USD,Adam Hernandez,Northeast,Santa Ana,California,Candles,Lighting,8,627.77,448.41,5022.16,3587.28,1434.8799999999997
SO5204,5/24/2020,May,Online,USD,Shawn Cook,Midwest,San Bernardino,California,Floor Lamps,Lighting,2,180.08,128.63,360.16,257.26,102.90000000000003
SO5205,1/21/2020,January,Wholesale,USD,Nicholas Cunningham,South,Sterling Heights,Michigan,Vases,Decoratives,9,431.58,308.27,3884.22,2774.43,1109.79
SO5206,1/11/2020,January,In-Store,USD,Donald Reynolds,South,Vallejo,California,Computers,Electronics,10,415.47,296.76,4154.700000000001,2967.6,1187.1000000000008
SO5207,5/27/2020,May,Distributor,USD,Jonathan Hawkins,West,Tyler,Texas,Bean Bags,Furniture,4,346.59,247.56,1386.36,990.24,396.1199999999999
SO5208,4/3/2020,April,In-Store,USD,Joshua Bennett,Northeast,Aurora,Illinois,Platters,Kitchenery,9,623.05,445.03,5607.45,4005.2699999999995,1602.1800000000003
SO5209,2/18/2020,February,In-Store,USD,Joshua Little,South,Pasadena,Texas,Baseball,Sports,7,429.68,306.91,3007.76,2148.3700000000003,859.3899999999999
SO5210,2/6/2020,February,Online,USD,Joshua Ryan,Midwest,Lafayette,Louisiana,Wall Coverings,Decoratives,4,573.46,409.61,2293.84,1638.44,655.4000000000001
SO5211,3/30/2020,March,Online,USD,Adam Hernandez,Northeast,Boise City,Idaho,Vanities,Collections,7,543.03,387.88,3801.21,2715.16,1086.0500000000002
SO5212,4/10/2020,April,Distributor,USD,Jerry Green,West,Provo,Utah,Ornaments,Decoratives,10,151.75,108.39,1517.5,1083.9,433.5999999999999
SO5213,4/24/2020,April,Online,USD,Joshua Bennett,Northeast,Brooklyn,New York,Dinnerware,Kitchenery,5,612.72,437.65,3063.6000000000004,2188.25,875.3500000000004
SO5214,3/11/2020,March,In-Store,USD,Joshua Kenedy,West,Victorville,California,Dinnerware,Kitchenery,8,335.14,239.39,2681.12,1915.12,766.0
SO5215,3/28/2020,March,In-Store,USD,Anthony Berry,West,Lehigh Acres,Florida,Audio,Electronics,8,450.83,322.02,3606.64,2576.16,1030.48
SO5216,5/22/2020,May,In-Store,USD,Stephen Payne,South,Maine,Illinois,Dining Furniture,Furniture,1,470.06,335.76,470.06,335.76,134.3
SO5217,3/11/2020,March,Wholesale,USD,Douglas Tucker,Midwest,Topeka,Kansas,Rugs,Decoratives,2,158.9,113.5,317.8,227.0,90.80000000000001
SO5218,5/30/2020,May,Distributor,USD,Joshua Bennett,Northeast,Everett,Washington,Serveware,Kitchenery,3,318.48,227.49,955.44,682.47,272.97
SO5219,2/11/2020,February,Online,USD,Stephen Payne,South,Brookhaven,New York,Wall Frames,Decoratives,3,251.41,179.58,754.23,538.74,215.49
SO5220,2/5/2020,February,In-Store,USD,Joe Price,Northeast,Pittsburgh,Pennsylvania,Dining Furniture,Furniture,2,438.78,313.42,877.56,626.84,250.7199999999999
SO5221,4/4/2020,April,Online,USD,Donald Reynolds,South,Fort Lauderdale,Florida,Phones,Electronics,7,262.65,187.61,1838.5499999999997,1313.27,525.2799999999997
SO5222,4/3/2020,April,Wholesale,USD,Joshua Ryan,Midwest,Thornton,Colorado,Table Linens,Decoratives,1,603.75,431.25,603.75,431.25,172.5
SO5223,2/26/2020,February,In-Store,USD,Patrick Graham,South,El Monte,California,Festive,Decoratives,6,236.27,168.76,1417.6200000000001,1012.56,405.0600000000002
SO5224,2/18/2020,February,Online,USD,Joshua Little,South,Garden Grove,California,Audio,Electronics,6,592.45,423.18,3554.7000000000003,2539.08,1015.6200000000003
SO5225,3/17/2020,March,In-Store,USD,Joshua Kenedy,West,Spring Hill,Florida,Bedroom Furniture,Furniture,2,604.15,431.54,1208.3,863.08,345.2199999999999
SO5226,5/3/2020,May,Distributor,USD,Roger Alexander,Midwest,Lowell,Massachusetts,Phones,Electronics,5,302.98,216.41,1514.9,1082.05,432.85000000000014
SO5227,3/12/2020,March,In-Store,USD,Anthony Berry,West,Sunnyvale,California,Photo Frames,Decoratives,7,595.64,425.46,4169.48,2978.22,1191.2599999999998
SO5228,1/28/2020,January,Online,USD,Nicholas Cunningham,South,San Angelo,Texas,Rugs,Decoratives,5,266.44,190.31,1332.2,951.55,380.6500000000001
SO5229,4/15/2020,April,In-Store,USD,Todd Roberts,West,Lawrence (Township),Indiana,Vases,Decoratives,9,453.1,323.64,4077.9,2912.7599999999998,1165.1400000000003
SO5230,1/25/2020,January,Wholesale,USD,Anthony Berry,West,Cary,North Carolina,Accessories,Accessories,5,260.64,186.17,1303.1999999999998,930.8499999999999,372.3499999999999
SO5231,5/20/2020,May,In-Store,USD,Jerry Green,West,Corpus Christi,Texas,Furniture Cushions,Furniture,8,330.37,235.98,2642.96,1887.84,755.1200000000001
SO5232,3/26/2020,March,Distributor,USD,Carl Nguyen,Midwest,Clarksville,Tennessee,Bakeware,Kitchenery,3,360.28,257.35,1080.84,772.0500000000001,308.78999999999985
SO5233,3/21/2020,March,Distributor,USD,Nicholas Cunningham,South,St. Paul,Minnesota,Phones,Electronics,1,398.7,284.79,398.7,284.79,113.90999999999997
SO5234,5/23/2020,May,Online,USD,Donald Reynolds,South,San Diego,California,Basketball,Sports,4,368.66,263.33,1474.64,1053.32,421.32000000000016
SO5235,5/21/2020,May,Wholesale,USD,Adam Hernandez,Northeast,Murfreesboro,Tennessee,Sculptures,Decoratives,2,297.06,212.19,594.12,424.38,169.74
SO5236,4/19/2020,April,Wholesale,USD,Joe Price,Northeast,Murrieta,California,Candleholders,Decoratives,5,214.25,153.03,1071.25,765.15,306.1
SO5237,5/3/2020,May,Online,USD,Stephen Payne,South,Temecula,California,Bean Bags,Furniture,1,196.98,140.7,196.98,140.7,56.28
SO5238,1/12/2020,January,In-Store,USD,Roy Rice,Midwest,Grand Prairie,Texas,Dining Furniture,Furniture,4,513.55,366.82,2054.2,1467.28,586.9199999999998
SO5239,5/5/2020,May,Distributor,USD,Shawn Wallace,South,St. Petersburg,Florida,Bathroom Furniture,Furniture,10,366.45,261.75,3664.5,2617.5,1047.0
SO5240,3/6/2020,March,In-Store,USD,Douglas Tucker,Midwest,Kent,Washington,Bakeware,Kitchenery,3,623.16,445.12,1869.48,1335.3600000000001,534.1199999999999
SO5241,4/26/2020,April,Wholesale,USD,Paul Holmes,Midwest,St. Paul,Minnesota,Furniture Cushions,Furniture,3,250.26,178.76,750.78,536.28,214.5
SO5242,2/2/2020,February,Online,USD,Roger Alexander,Midwest,Stamford (Town),Connecticut,Blankets,Beddings,1,646.91,462.08,646.91,462.08,184.82999999999998
SO5243,4/13/2020,April,In-Store,USD,Frank Brown,Northeast,North Las Vegas,Nevada,Wall Frames,Decoratives,8,214.06,152.9,1712.48,1223.2,489.28
SO5244,2/11/2020,February,In-Store,USD,Joshua Little,South,Evansville,Indiana,Candles,Lighting,6,462.5,330.36,2775.0,1982.16,792.8399999999999
SO5245,2/3/2020,February,In-Store,USD,Joe Price,Northeast,Abilene,Texas,Blankets,Beddings,9,205.93,147.1,1853.3700000000001,1323.8999999999999,529.4700000000003
SO5246,1/26/2020,January,Distributor,USD,Joshua Ryan,Midwest,Peoria City,Illinois,Floor Lamps,Lighting,7,480.1,342.93,3360.7000000000003,2400.51,960.19
SO5247,1/24/2020,January,Wholesale,USD,Samuel Fowler,Midwest,Memphis,Tennessee,Floral,Decoratives,8,236.12,168.66,1888.96,1349.28,539.6800000000001
SO5248,1/21/2020,January,In-Store,USD,Joshua Kenedy,West,Aurora,Illinois,Wall Coverings,Decoratives,10,453.7,324.07,4537.0,3240.7,1296.3000000000002
SO5249,1/12/2020,January,In-Store,USD,Frank Brown,Northeast,Miramar,Florida,Pendants,Collections,9,185.49,132.49,1669.41,1192.41,477.0
SO5250,3/21/2020,March,Distributor,USD,Roger Alexander,Midwest,Capital,Illinois,Bean Bags,Furniture,8,306.22,218.73,2449.76,1749.84,699.9200000000003
SO5251,3/19/2020,March,Wholesale,USD,Shawn Cook,Midwest,Buffalo,New York,Pendants,Collections,7,586.64,419.03,4106.48,2933.21,1173.2699999999995
SO5252,5/27/2020,May,Online,USD,Joshua Little,South,The Bronx,New York,Bathroom Furniture,Furniture,5,541.75,386.96,2708.75,1934.8,773.95
SO5253,1/4/2020,January,Online,USD,Jerry Green,West,Sterling Heights,Michigan,Vanities,Collections,5,635.78,454.13,3178.8999999999996,2270.65,908.2499999999995
SO5254,3/26/2020,March,Distributor,USD,Joshua Ryan,Midwest,Norwalk,California,Dining Furniture,Furniture,10,444.3,317.36,4443.0,3173.6000000000004,1269.3999999999996
SO5255,1/5/2020,January,Online,USD,Shawn Wallace,South,Wheeling (Township),Illinois,Candleholders,Decoratives,4,339.85,242.75,1359.4,971.0,388.4000000000001
SO5256,5/6/2020,May,Wholesale,USD,Adam Hernandez,Northeast,Odessa,Texas,Sculptures,Decoratives,8,404.02,288.58,3232.16,2308.64,923.52
SO5257,3/12/2020,March,In-Store,USD,Anthony Berry,West,Renton,Washington,Cookware,Kitchenery,1,301.51,215.36,301.51,215.36,86.14999999999998
SO5258,2/24/2020,February,Distributor,USD,Joshua Kenedy,West,Jersey City,New Jersey,Bean Bags,Furniture,2,307.75,219.82,615.5,439.64,175.86
SO5259,3/16/2020,March,In-Store,USD,Patrick Graham,South,Elk Grove,California,Wreaths,Decoratives,1,284.84,203.45,284.84,203.45,81.38999999999999
SO5260,1/21/2020,January,Distributor,USD,Roy Rice,Midwest,Corpus Christi,Texas,Table Lamps,Lighting,6,585.32,418.09,3511.92,2508.54,1003.3800000000001
SO5261,4/24/2020,April,In-Store,USD,Chris Armstrong,Northeast,Long Beach,California,Vases,Decoratives,7,335.04,239.31,2345.28,1675.17,670.1100000000001
SO5262,2/2/2020,February,Online,USD,Stephen Payne,South,Worth (Township),Illinois,Bar Tools,Drinkware,3,604.06,431.47,1812.1799999999998,1294.41,517.7699999999998
SO5263,1/13/2020,January,Online,USD,Donald Reynolds,South,El Cajon,California,Phones,Electronics,7,334.42,238.87,2340.94,1672.0900000000001,668.8499999999999
SO5264,1/24/2020,January,In-Store,USD,Stephen Payne,South,Brooklyn,New York,Furniture Cushions,Furniture,7,251.26,179.47,1758.82,1256.29,502.53
SO5265,3/31/2020,March,Distributor,USD,Frank Brown,Northeast,Highlands Ranch,Colorado,Festive,Decoratives,10,515.38,368.13,5153.8,3681.3,1472.5
SO5266,2/10/2020,February,In-Store,USD,Adam Hernandez,Northeast,Santa Clarita,California,Candleholders,Decoratives,2,649.77,464.12,1299.54,928.24,371.29999999999995
SO5267,3/6/2020,March,Online,USD,Shawn Wallace,South,Syracuse,New York,Stemware,Drinkware,1,566.3,404.5,566.3,404.5,161.79999999999995
SO5268,5/1/2020,May,Distributor,USD,Samuel Fowler,Midwest,Peoria City,Illinois,Festive,Decoratives,2,577.81,412.72,1155.62,825.44,330.17999999999984
SO5269,5/1/2020,May,Wholesale,USD,Joe Price,Northeast,Everett,Washington,Dinnerware,Kitchenery,3,602.46,430.33,1807.38,1290.99,516.3900000000001
SO5270,3/3/2020,March,Wholesale,USD,Carl Nguyen,Midwest,Aurora,Illinois,Wreaths,Decoratives,2,319.67,228.34,639.34,456.68,182.66000000000003
SO5271,5/24/2020,May,Wholesale,USD,Joshua Little,South,Sandy Springs,Georgia,Table Lamps,Lighting,6,385.45,275.32,2312.7,1651.92,660.7799999999997
SO5272,4/9/2020,April,Wholesale,USD,Todd Roberts,West,Gilbert,Arizona,Clocks,Accessories,3,250.1,178.64,750.3,535.92,214.38
SO5273,2/4/2020,February,In-Store,USD,Keith Griffin,Northeast,Irvine,California,Clocks,Accessories,5,313.64,224.03,1568.1999999999998,1120.15,448.0499999999997
SO5274,3/1/2020,March,Wholesale,USD,Samuel Fowler,Midwest,Sioux Falls,South Dakota,Outdoor Furniture,Furniture,1,618.23,441.59,618.23,441.59,176.64000000000004
SO5275,3/5/2020,March,Wholesale,USD,Roger Alexander,Midwest,San Antonio,Texas,Ornaments,Decoratives,1,316.74,226.25,316.74,226.25,90.49000000000001
SO5276,2/1/2020,February,Wholesale,USD,Jerry Green,West,Lisle (Township),Illinois,Mirrors,Accessories,7,605.55,432.54,4238.849999999999,3027.78,1211.0699999999993
SO5277,5/27/2020,May,Online,USD,Anthony Berry,West,Carlsbad,California,Bakeware,Kitchenery,2,427.48,305.34,854.96,610.68,244.2800000000001
SO5278,2/10/2020,February,Online,USD,Anthony Berry,West,Manchester,New Hampshire,Table Linens,Decoratives,1,368.32,263.09,368.32,263.09,105.23000000000002
SO5279,5/1/2020,May,Online,USD,Joshua Bennett,Northeast,Sunrise Manor,Nevada,Vanities,Collections,5,415.87,297.05,2079.35,1485.25,594.0999999999999
SO5280,2/26/2020,February,Online,USD,Roy Rice,Midwest,Thornton (Township),Illinois,Vases,Decoratives,10,381.19,272.28,3811.9,2722.7999999999997,1089.1000000000004
SO5281,5/3/2020,May,Online,USD,Patrick Graham,South,Fairfield,California,Bedroom Furniture,Furniture,2,505.76,361.26,1011.52,722.52,289.0
SO5282,5/25/2020,May,Distributor,USD,Anthony Berry,West,Hialeah,Florida,Sculptures,Decoratives,3,540.18,385.84,1620.54,1157.52,463.02
SO5283,2/18/2020,February,Online,USD,Todd Roberts,West,Lansing,Michigan,Bakeware,Kitchenery,2,308.46,220.33,616.92,440.66,176.25999999999993
SO5284,2/13/2020,February,Online,USD,Roger Alexander,Midwest,Miami,Florida,Wall Coverings,Decoratives,5,606.19,432.99,3030.9500000000003,2164.95,866.0000000000005
SO5285,5/23/2020,May,In-Store,USD,Frank Brown,Northeast,Sacramento,California,Floral,Decoratives,4,247.74,176.96,990.96,707.84,283.12
SO5286,2/3/2020,February,Distributor,USD,Jonathan Hawkins,West,Hartford,Connecticut,Outdoor Furniture,Furniture,7,188.59,134.71,1320.13,942.97,377.1600000000001
SO5287,5/1/2020,May,Distributor,USD,Frank Brown,Northeast,Waterbury,Connecticut,Audio,Electronics,9,356.47,254.62,3208.2300000000005,2291.58,916.6500000000005
SO5288,2/12/2020,February,Distributor,USD,Chris Armstrong,Northeast,Spring Valley,Nevada,Accessories,Accessories,1,601.73,429.81,601.73,429.81,171.92000000000002
SO5289,5/17/2020,May,In-Store,USD,Joshua Ryan,Midwest,Houston,Texas,Audio,Electronics,1,468.67,334.76,468.67,334.76,133.91000000000003
SO5290,4/23/2020,April,Wholesale,USD,Roger Alexander,Midwest,Rialto,California,Basketball,Sports,10,531.34,379.53,5313.400000000001,3795.2999999999997,1518.1000000000008
SO5291,2/6/2020,February,Wholesale,USD,Shawn Wallace,South,Renton,Washington,Clocks,Accessories,7,444.82,317.73,3113.74,2224.11,889.6299999999997
SO5292,1/27/2020,January,Wholesale,USD,Stephen Payne,South,Provo,Utah,Wine Storage,Drinkware,8,619.09,442.21,4952.72,3537.68,1415.0400000000004
SO5293,5/1/2020,May,In-Store,USD,Frank Brown,Northeast,Lafayette,Louisiana,Vanities,Collections,1,195.58,139.7,195.58,139.7,55.880000000000024
SO5294,3/24/2020,March,Distributor,USD,Joshua Ryan,Midwest,San Mateo,California,Accessories,Accessories,5,635.94,454.24,3179.7000000000003,2271.2,908.5000000000005
SO5295,4/6/2020,April,Distributor,USD,Jonathan Hawkins,West,Little Rock,Arkansas,Outdoor Decor,Decoratives,6,396.32,283.09,2377.92,1698.54,679.3800000000001
SO5296,5/1/2020,May,In-Store,USD,Todd Roberts,West,Islip,New York,Bathroom Furniture,Furniture,1,594.93,424.95,594.93,424.95,169.97999999999996
SO5297,4/20/2020,April,Distributor,USD,Adam Hernandez,Northeast,North Charleston,South Carolina,TV and video,Electronics,6,401.25,286.61,2407.5,1719.66,687.8399999999999
SO5298,4/5/2020,April,Online,USD,Douglas Tucker,Midwest,Knoxville,Tennessee,Stemware,Drinkware,2,245.55,175.4,491.1,350.8,140.3
SO5299,1/11/2020,January,Online,USD,Jerry Green,West,Inglewood,California,Wardrobes,Furniture,8,511.78,365.55,4094.24,2924.4,1169.8399999999997
SO5300,4/21/2020,April,In-Store,USD,Anthony Berry,West,Sunrise Manor,Nevada,Serveware,Kitchenery,8,534.91,382.08,4279.28,3056.64,1222.6399999999999
SO5301,3/17/2020,March,Distributor,USD,Chris Armstrong,Northeast,Colorado Springs,Colorado,Floor Lamps,Lighting,8,348.54,248.96,2788.32,1991.68,796.6400000000001
SO5302,5/8/2020,May,Distributor,USD,Jonathan Hawkins,West,Springfield,Missouri,Floor Lamps,Lighting,3,225.23,160.88,675.6899999999999,482.64,193.04999999999995
SO5303,1/4/2020,January,Wholesale,USD,Shawn Cook,Midwest,Newark,New Jersey,Bar Tools,Drinkware,7,231.37,165.27,1619.5900000000001,1156.89,462.70000000000005
SO5304,2/19/2020,February,Distributor,USD,Jerry Green,West,Lowell,Massachusetts,Mirrors,Accessories,8,521.51,372.5,4172.08,2980.0,1192.08
SO5305,4/3/2020,April,Wholesale,USD,Patrick Graham,South,Tampa,Florida,Outdoor Furniture,Furniture,2,572.85,409.18,1145.7,818.36,327.34000000000003
SO5306,1/10/2020,January,In-Store,USD,Shawn Cook,Midwest,Athens,Georgia,Ornaments,Decoratives,6,628.32,448.8,3769.92,2692.8,1077.12
SO5307,5/26/2020,May,Wholesale,USD,Roy Rice,Midwest,Pueblo,Colorado,Bedroom Furniture,Furniture,9,428.35,305.97,3855.15,2753.7300000000005,1101.4199999999996
SO5308,5/30/2020,May,Online,USD,Frank Brown,Northeast,Stamford (Town),Connecticut,Audio,Electronics,8,346.07,247.19,2768.56,1977.52,791.04
SO5309,3/3/2020,March,In-Store,USD,Donald Reynolds,South,Tulsa,Oklahoma,Table Linens,Decoratives,8,478.89,342.06,3831.12,2736.48,1094.6399999999999
SO5310,3/22/2020,March,In-Store,USD,George Lewis,West,Detroit,Michigan,Candleholders,Decoratives,8,391.21,279.44,3129.68,2235.52,894.1599999999999
SO5311,1/27/2020,January,Online,USD,Paul Holmes,Midwest,Independence,Missouri,Wreaths,Decoratives,6,316.87,226.34,1901.22,1358.04,543.1800000000001
SO5312,4/14/2020,April,Online,USD,Frank Brown,Northeast,North Las Vegas,Nevada,Basketball,Sports,3,268.19,191.57,804.5699999999999,574.71,229.8599999999999
SO5313,3/27/2020,March,In-Store,USD,Frank Brown,Northeast,Paterson,New Jersey,Table Lamps,Lighting,3,571.74,408.38,1715.22,1225.1399999999999,490.08000000000015
SO5314,3/27/2020,March,In-Store,USD,Anthony Berry,West,Kent,Washington,Candles,Lighting,1,159.26,113.76,159.26,113.76,45.499999999999986
SO5315,5/6/2020,May,Wholesale,USD,Chris Armstrong,Northeast,Worth (Township),Illinois,Phones,Electronics,1,497.16,355.11,497.16,355.11,142.05
SO5316,4/17/2020,April,Online,USD,Roy Rice,Midwest,Garden Grove,California,Furniture Cushions,Furniture,7,397.25,283.75,2780.75,1986.25,794.5
SO5317,4/28/2020,April,Wholesale,USD,Adam Hernandez,Northeast,Fort Wayne,Indiana,Bathroom Furniture,Furniture,8,304.07,217.19,2432.56,1737.52,695.04
SO5318,2/27/2020,February,Wholesale,USD,Chris Armstrong,Northeast,York,Illinois,Outdoor Decor,Decoratives,1,228.02,162.87,228.02,162.87,65.15
SO5319,2/19/2020,February,Online,USD,Paul Holmes,Midwest,San Jose,California,Candles,Lighting,8,614.9,439.21,4919.2,3513.68,1405.52
SO5320,4/13/2020,April,Wholesale,USD,Nicholas Cunningham,South,Lawrence (Township),Indiana,Candles,Lighting,4,199.25,142.32,797.0,569.28,227.72000000000003
SO5321,4/19/2020,April,Online,USD,Joe Price,Northeast,Norfolk,Virginia,Wreaths,Decoratives,1,557.67,398.34,557.67,398.34,159.32999999999998
SO5322,2/9/2020,February,Distributor,USD,Shawn Cook,Midwest,Pembroke Pines,Florida,Outdoor Furniture,Furniture,10,613.66,438.33,6136.599999999999,4383.3,1753.2999999999993
SO5323,5/10/2020,May,In-Store,USD,Donald Reynolds,South,Corona,California,Floor Lamps,Lighting,9,151.88,108.48,1366.92,976.32,390.6
